WGBS_1	WGBS_2	WGBS_3	RRBS_1	RRBS_2	RRBS_3	MBDBS_1	MBDBS_2	MBDBS_3
586:444020-444022	0.729927	0	2.083333	0	0	0	0	2.666667	0
586:444038-444040	1.459854	1.041667	1.554404	0	0	10	3.448276	2.666667	3.846154
586:444044-444046	0	0	0.518135	0	0	0	0	1.315789	0
589:126-128	0	0	0	0	0	12.5	5.263158	0	0
589:188-190	0	5.263158	1.219512	0.316456	0.617284	0	0	0	0
589:209-211	0	0	0	0.626959	0.609756	0	0	0	7.142857
589:213-215	3.703704	0	0	0.3125	0	0	0	0	0
589:276-278	0	0	1.428571	0.31746	0	10	3.571429	0	0
589:338-340	0	0	0	3.26087	0	0	0	0	0
589:359-361	0	0	0	0	0	0	0	0	14.285714
589:363-365	5.555556	0	0	0	0	0	5.263158	0	0
589:14906-14908	0	7.142857	4.347826	2.857143	0	0	0	0	0
589:14968-14970	0	0	0	0	0	0	0	0	0
589:14989-14991	0	5.263158	3.333333	2.12766	0	0	9.090909	0	0
589:14993-14995	0	0	0	20.408163	16.129032	15.217391	0	0	12.5
589:15055-15057	6.666667	6.666667	2.702703	0	0	0	0	0	0
589:15117-15119	0	0	0	0	0	15.384615	0	0	0
589:15142-15144	0	0	1.219512	0	0	15.384615	0	0	0
589:15205-15207	0	0	0	0	0	40	0	0	0
599:6994-6996	30	9.090909	25	42.207792	0.3125	39.097744	0	33.333333	40
599:7088-7090	33.333333	32.142857	50	58.823529	18.691589	66.165414	0	83.333333	42.857143
599:7098-7100	37.5	9.090909	38.888889	52.941176	13.084112	51.879699	11.111111	40	0
6:606434-606436	0	0	0	0.727273	0	1.923077	0	0	0
6:954962-954964	72.727273	0	23.076923	2.222222	0	0.816327	77.777778	70	61.538462
6:1224782-1224784	0	10	0	2.947368	4.292929	2.950311	0	0	0
6:1224794-1224796	7.142857	0	0	0.793651	0	0.658762	0	0	0
6:1224804-1224806	0	0	0	0	0.454545	0.738552	0	0	0
6:1224818-1224820	0	0	0	0.396825	0.454545	1.317523	0	0	0
6:1224914-1224916	0	0	0	2.994012	2.888889	2.772467	0	0	0
6:1224926-1224928	0	0	0	0.254777	1.098901	0.795756	0	0	0
6:1224936-1224938	0	0	0	0.127389	0.512445	1.590457	10	0	0
6:1224949-1224951	0	0	0	0.409277	0.379363	0.905292	0	0	0
60:457567-457569	14.285714	0	12.5	0	0	1.694915	0	0	0
60:457598-457600	0	0	0	0	0	0	0	0	0
60:457614-457616	0	0	0	0	0	0	20	0	0
60:1173273-1173275	0	0	0	0.746269	0	0.582751	0	0	0
616:115202-115204	0	0	0	0.628931	0	0	0	0	0
627:372397-372399	16.666667	25	47.368421	14.423077	9.52381	6.493506	60	0	83.333333
637:92116-92118	0	0	0	0	0	0	11.111111	0	0
64:496289-496291	0	0	12.5	0	0.806452	1.449275	0	0	0
64:496305-496307	0	0	10.526316	0	2.5	3.921569	0	0	0
640:260690-260692	0	0	0	0	0	0	0	0	0
640:260698-260700	0	0	0	0	0	0	0	0	0
640:260703-260705	0	0	0	0	0	0	0	0	0
640:260743-260745	0	0	0	0	0	0	14.285714	0	0
640:260749-260751	0	0	0	0	0	0	16.666667	0	0
640:260755-260757	0	0	4.761905	0	0	0	0	0	0
640:262612-262614	0	0	0	5.405405	0	1.132075	0	0	0
640:262630-262632	0	0	0	0	0	1.503759	0	0	0
640:450871-450873	7.142857	0	0	0.258398	0.230415	1.273148	0	0	0
640:450911-450913	4.347826	0	0	0.344828	0	0	0	0	0
640:451413-451415	2.272727	0	7.272727	3.392706	2.378378	2.933333	5.882353	9.090909	0
640:451428-451430	0	0	0	0.416667	4.195804	2.077922	0	0	0
640:451446-451448	1.923077	0	0	1.046025	0	2.864583	0	0	0
640:451480-451482	1.219512	2.666667	0	0.208768	0	1.554404	9.375	0	0
640:451505-451507	2.439024	0	0	0.416667	0	1.554404	0	4.347826	0
640:451522-451524	2.702703	1.538462	0	0.625	0	1.813472	4.545455	3.846154	0
653:2241-2243	0	0	4.761905	3.503185	3.125	3.26087	0	0	0
653:2247-2249	0	0	4.761905	5.08744	5.803571	2.620087	0	0	0
653:2253-2255	0	0	9.090909	2.861685	4.932735	3.478261	0	0	0
653:2272-2274	4.444444	7.692308	2.777778	2.388535	0.44843	3.036876	0	0	0
653:2427-2429	0	0	4.166667	0.318979	0	0.869565	0	0	0
653:3892-3894	0	0	0	0	0	0	0	0	0
653:6894-6896	0	7.142857	11.111111	2.203857	3.921569	2.109705	20	0	0
653:6913-6915	6.25	0	6.666667	2.770083	0.990099	2.109705	12.5	0	0
653:7067-7069	0	0	0	0.555556	0	0.847458	14.285714	0	0
653:8592-8594	0	0	0	1.515152	0	0	0	0	0
653:444354-444356	0	0	0	20	0	0	0	0	10
653:444394-444396	0	0	10.25641	0	0	0	0	0	0
653:444405-444407	0	0	3.225806	0	0	0	0	0	0
653:445626-445628	4.166667	0	7.407407	0	0	0	5.263158	4.166667	13.333333
653:445677-445679	1.724138	3.846154	3.878116	0	0	0	1.834862	0.934579	2.352941
653:445692-445694	1.108033	1.694915	1.296296	0	5	0	0.628931	0.621118	0
653:445731-445733	2.702703	0.309598	3.092784	11.764706	0	0	2.272727	3.614458	0.729927
653:445742-445744	2.722772	1.246106	1.906412	11.764706	0	5	3.314917	1.197605	0
653:445805-445807	0.302115	0.390625	1.356589	11.764706	2.777778	6.451613	0	0	0
653:445817-445819	0.346021	0.900901	0.227273	3.703704	0	0	1.515152	2.479339	1.851852
653:445824-445826	2.409639	2.617801	2.798982	11.111111	0	0	1.639344	2	4.444444
653:445854-445856	0.52356	2.702703	0.340136	3.846154	0	0	0	0	5.333333
653:445895-445897	50	42.553191	45.16129	0	0	0	66.666667	75	61.111111
653:445905-445907	6	7.142857	6.17284	0	4	0	0	0	0
653:445920-445922	0	3.448276	2.777778	3.125	0	0	0	0	0
653:446033-446035	5.747126	8.421053	4.6875	5.128205	6.25	6.25	0	0	0
653:446045-446047	12.658228	10.25641	20	0	0	0	18.604651	11.111111	13.636364
653:446052-446054	7.8125	15.068493	17.293233	2.830189	0	1.351351	17.073171	17.241379	0
653:446081-446083	2.061856	0	1.081081	0	0	2.197802	0	3.333333	3.571429
653:446132-446134	2.054795	2.580645	2.205882	1.935484	3.409091	4.166667	2.352941	0	4.081633
653:446147-446149	1.069519	2.185792	2.389078	1.875	1.098901	3.252033	1.010101	1.351351	4.6875
653:446187-446189	5.617978	2.453988	3.202847	4.375	3.26087	6.61157	5.813953	4.83871	3.030303
653:446198-446200	3.278689	0.606061	4.545455	3.821656	1.098901	5	2.325581	3.076923	7.8125
653:446261-446263	1.973684	4.132231	1.195219	6	8.196721	7.563025	1.351351	3.225806	0
653:446273-446275	1.449275	1.136364	1.408451	0	0	0	3.030303	3.773585	0
653:446280-446282	3.875969	8.045977	6.103286	0	0	1.694915	3.278689	6	5.405405
653:446310-446312	0.847458	2.298851	1.666667	0	0	3.448276	0	0	2.857143
653:446361-446363	1.680672	2.307692	2.912621	0	0	3.174603	1.098901	0	2.439024
653:446376-446378	0.746269	0.735294	1.904762	0	0	3.389831	2.083333	0	2.173913
653:446416-446418	3.100775	3.731343	4.615385	0	0	4.255319	2.272727	3.225806	6.976744
653:446427-446429	3.225806	0	1.578947	0	0	0	1.149425	0	2.439024
653:446488-446490	3.125	4.166667	8.333333	3.969754	3.532009	3.466205	16.666667	7.692308	7.692308
653:446500-446502	8.333333	5.882353	4.444444	0.514139	0.47619	1.385042	6.25	0	0
653:446507-446509	7.142857	9.52381	10.416667	1.426719	0.504202	3.296703	5.882353	0	9.090909
653:446536-446538	0	0	0	1.105651	0.623053	0.961538	0	9.090909	11.111111
653:446587-446589	1.754386	5.769231	3.571429	1.585366	4.018547	1.089918	0	0	0
653:446602-446604	0	0	2.150538	0.853659	1.388889	1.088435	0	0	0
653:446642-446644	2.272727	5.882353	0	0	28.571429	0	4.347826	5.263158	7.142857
653:446653-446655	2.631579	0	1.785714	0	0	0	5.263158	0	0
653:446714-446716	0	2.173913	1.111111	3.358209	1.923077	4.64135	0	0	5.263158
653:446726-446728	0	2.040816	2.12766	0.638978	1.578947	0.316456	3.846154	0	0
653:446733-446735	3.571429	5	1.052632	2.875399	1.570681	2.821317	0	0	0
653:446763-446765	0	3.529412	1.680672	0.634921	0.520833	1.269841	0	0	0
653:446814-446816	5.504587	2.362205	1.913876	2.309059	3.452381	1.153846	3.076923	2.272727	6.896552
653:446829-446831	0.775194	1.360544	1.185771	0.881834	0.950119	1.146132	0	0	0
653:446869-446871	6.164384	2.013423	2.238806	2.826855	1.086957	3.458213	0	1.666667	2.439024
653:446880-446882	0	1.37931	2.631579	2.557319	0.724638	2.509653	1.041667	8.196721	4.347826
653:446943-446945	0	0	0.46729	5.555556	6.584362	10.169492	2.631579	1.612903	0
653:446955-446957	1.980198	2.325581	1.183432	0	8.333333	0	4.545455	0	0
653:446962-446964	4.761905	1.298701	4.268293	3.846154	4	0	6.666667	0	6.666667
653:446992-446994	2.898551	1.388889	2.189781	0	0	0	0	0	0
653:447058-447060	11.538462	3.703704	1.923077	5.263158	0	0	9.090909	7.692308	12.5
653:447181-447183	2.857143	2.857143	1.515152	0	0	0	0	0	0
653:447188-447190	0	2.777778	4.477612	0	0	5.555556	0	0	0
653:447217-447219	2.5	6.666667	2.325581	0	0	0	5.882353	0	9.090909
653:447268-447270	8.62069	0	0	0	0	0	5.555556	0	9.52381
653:447283-447285	0	0	2.912621	2.173913	0	0	0	5.714286	0
653:447322-447324	1.315789	3.571429	3.418803	4.347826	0	0	3.225806	2.325581	3.571429
653:447333-447335	0	3.333333	4.065041	4.347826	0	0	17.647059	8.695652	6.25
653:447396-447398	4.210526	2.105263	2.173913	0	3.125	2.5	0	0	0
653:447408-447410	1.075269	1.075269	3.703704	3.846154	0	4.545455	0	0	0
653:447415-447417	3.125	2	5.185185	7.692308	0	4.347826	2.631579	0	8.333333
653:447444-447446	2.919708	3.311258	3.144654	0	0	4.166667	6.122449	0	0
653:447495-447497	2.51046	2.352941	2.479339	0	0	4	0	3.278689	3.076923
653:447510-447512	1.075269	1.718213	2.015113	0	0	0	0	1.234568	3.030303
653:447550-447552	5.860806	4.778157	4.207921	0	13.333333	7.692308	1.639344	8.641975	9.375
653:447561-447563	2.592593	2.826855	2.763819	7.142857	0	0	1.709402	5.194805	5
653:447578-447580	1.838235	2.389078	3.053435	0	6.666667	8.333333	2.4	2.666667	3.333333
653:447623-447625	4.918033	2.409639	1.923077	6.25	9.090909	0	7.692308	4.761905	0
653:447721-447723	4.672897	2.105263	2.336449	3.703704	0	3.571429	1.5625	4.166667	0
653:447736-447738	0.909091	0	0.892857	0	0	0	1.492537	0	0
653:447861-447863	0	0	2.739726	0	0	0	0	8.333333	0
653:447868-447870	2.777778	0	2.777778	0	0	0	4.166667	9.090909	0
653:447898-447900	0	0	1.333333	0	0	0	0	0	0
653:447963-447965	0	1.630435	1.470588	0	9.090909	0	0.746269	0	2.352941
653:448003-448005	0.515464	1.273885	1.900585	0	0	0	1.310044	1.234568	4.255319
653:448014-448016	1.219512	2.153846	1.833568	0	0	0	1.716738	1.204819	2.097902
653:448076-448078	0.447427	0.295858	0.677507	0	8.333333	0	0.403226	1.604278	3.797468
653:448190-448192	0	0	2.068966	0	12.5	11.111111	0	3.225806	0
653:448230-448232	1.408451	2.727273	2.830189	0	0	9.090909	3.703704	4.347826	5.769231
653:448241-448243	4.402516	2.521008	3.167421	0	0	18.181818	6.779661	7.843137	3.508772
653:448304-448306	0.722022	0.956938	0.712589	3.108808	2.10084	4.477612	0.793651	0	2.020202
653:448316-448318	0.8	1.886792	1.259446	1.012658	1.209677	1.408451	0	2.150538	0
653:448323-448325	2.892562	2.293578	2.729529	3.282828	1.593625	4.788732	1.6	5.494505	2.325581
653:448353-448355	1.22449	0	0.534759	0.510204	0.401606	1.133144	0	0	2.409639
653:448404-448406	1.183432	0	2.307692	4.556962	1.976285	3.672316	0	1.960784	3.636364
653:448419-448421	3.773585	2.352941	4.093567	1.025641	1.185771	1.983003	1.851852	2.564103	3.030303
653:448459-448461	2	6.25	7.142857	10	7.142857	0	4.166667	7.142857	0
653:448470-448472	0	14.285714	6.25	12.5	7.142857	0	25	10	0
653:448531-448533	0	2.777778	1.333333	3.184713	2.298851	3.71517	0	0	8
653:448543-448545	4.444444	2.272727	2.666667	0	1.119403	0.793651	4.347826	0	0
653:448550-448552	3.703704	5.660377	10.869565	2.279202	3.284672	1.319261	0	4.545455	8
653:448580-448582	1.470588	0	0.952381	0.854701	1.838235	0.533333	0	0	6.896552
653:448631-448633	1.785714	2.255639	2.941176	4.05954	1.737452	2.900552	0	2.272727	11.428571
653:448646-448648	2.158273	1.212121	1.214575	1.373626	1.919386	1.823282	2.631579	3.333333	0
653:448686-448688	2.777778	3.012048	3.773585	4.768583	3.508772	4.726736	0	1.587302	5.128205
653:448697-448699	5.769231	3.448276	5.185185	2.080444	1.761252	3.120357	7.894737	0	4.878049
653:448772-448774	1.886792	2.325581	0.689655	0	0	0	0	0	0
653:448779-448781	2.777778	2.409639	4.964539	5.128205	0	0	5.882353	2.857143	0
653:448809-448811	2.061856	1.315789	1.612903	0	4.545455	3.125	0	3.333333	0
653:448860-448862	3.773585	0	3.030303	0	3.846154	2.884615	9.090909	0	0
653:448875-448877	0	0	1.538462	2.222222	9.090909	3.896104	0	0	0
653:448988-448990	0	0	0	3.846154	16.666667	10.638298	0	0	0
655:297069-297071	8.333333	8.333333	3.333333	7.347254	4.972376	5.495495	0	16.666667	20
655:297075-297077	8.333333	14.285714	6.666667	10.054138	17.439294	9.459459	14.285714	0	20
655:297081-297083	0	14.285714	3.225806	6.960557	9.292035	24.343891	0	0	20
655:297092-297094	18.181818	20	0	8.443067	18.322296	31.103074	12.5	28.571429	14.285714
655:297098-297100	0	9.090909	2.941176	10.363496	20.750552	11.121157	37.5	14.285714	14.285714
655:297109-297111	7.692308	20	3.030303	11.363636	12.351544	10.147601	42.857143	14.285714	14.285714
655:328175-328177	0	0	0	0	0	0	0	0	0
655:328477-328479	5.263158	0	5.882353	0	0	0	0	0	0
655:328497-328499	0	0	0	0	0	3.296703	0	0	0
655:328502-328504	0	0	0	0	0	3.333333	0	0	0
657:58412-58414	37.5	44.444444	84.210526	67.307692	23.655914	26.984127	83.333333	60	100
657:58420-58422	37.5	52.631579	95	71.052632	25.773196	26.984127	83.333333	60	100
658:230313-230315	0	0	0	1.515152	0	1.639344	0	0	0
658:230329-230331	8.333333	37.5	50	8.571429	3.703704	1.449275	16.666667	0	16.666667
660:98175-98177	1.724138	2.325581	1.626016	4.761905	0	0	2.702703	0	4.166667
660:98196-98198	1.470588	1.612903	4.678363	0	0	0	0	0	0
660:98200-98202	1.298701	0	0.588235	0	0	0	0	0	0
660:98263-98265	1.851852	1.111111	0	0	0	0	0	3.846154	0
660:98325-98327	1.408451	0	0	31.521739	0	0	0	0	0
660:98346-98348	5.128205	2.173913	3.092784	0	0	0	0	5	10
660:98350-98352	5	2.272727	1.190476	0	0	0	0	0	0
660:98413-98415	0	2.325581	1.149425	0	0	0	0	0	0
660:98475-98477	0	2.040816	3.157895	0	2.857143	0	0	0	0
660:98500-98502	3.225806	1.923077	2.380952	1.020408	0	0	9.677419	7.142857	0
660:98507-98509	0	0	1.351351	0	0	11.111111	0	5.882353	0
660:98563-98565	4.166667	0	0	1.111111	0	0	0	0	0
660:98625-98627	0	3.225806	0	0	0	0	0	0	0
660:99013-99015	2.857143	0	0	0	0	0	0	0	0
660:99074-99076	0	0	1	0	0	0	11.764706	0	0
660:99095-99097	1.492537	0	1.818182	4.166667	2.325581	0	0	0	0
660:99099-99101	1.492537	1.960784	0.917431	0	0	0	0	13.043478	0
660:99162-99164	1.351351	0	0	1.754386	0	3.947368	2.857143	0	0
660:99224-99226	3.448276	5.405405	0	0.854701	0	1.851852	0	0	0
664:115841-115843	5.555556	0	0	0.840336	0	0.700935	0	0	0
664:115857-115859	0	0	0	0	0	0.2331	0	0	0
664:115879-115881	0	0	0	0.504202	0	0.699301	0	0	0
664:115883-115885	0	0	0	0.336134	0	1.635514	0	0	0
668:124846-124848	2.666667	2.985075	0.970874	0	0	25	0	0	0
668:124848-124850	4.347826	0	0	0	0	57.142857	0	0	0
668:124962-124964	4.255319	3.529412	8.219178	1.298701	3.076923	8.77193	5.882353	0	0
668:124966-124968	5.555556	3.529412	2.758621	0	0	1.136364	0	0	0
668:124968-124970	3.409091	2.469136	5.479452	0.729927	0.242718	0	6.25	0	0
668:124997-124999	2.985075	1.136364	0.806452	2.919708	0.242718	0	3.333333	0	4.166667
668:125107-125109	0	0.714286	2.424242	1.470588	0.724638	0	6.666667	0	0
668:125182-125184	1.785714	1.183432	5.555556	0	8.695652	0	1.5625	0	4.166667
668:125199-125201	0	1.428571	0.819672	0	0	0	3.773585	0	5.263158
67:681507-681509	0	0	0	0.425532	2.380952	0.42735	0	0	0
67:681510-681512	0	0	2.439024	1.276596	2.380952	0	0	0	0
67:681516-681518	0	3.703704	0	0.854701	2.380952	1.276596	0	0	0
67:681540-681542	0	3.703704	3.333333	0.425532	2.380952	0	0	0	0
67:681545-681547	0	0	0	0.851064	2.380952	1.702128	0	0	0
67:681571-681573	0	0	0	0.851064	2.380952	1.282051	9.090909	0	0
67:681580-681582	3.333333	5	1.754386	3.061224	17.647059	8.695652	14.285714	0	0
67:681594-681596	0	0	0	0	0	0	0	0	0
67:681611-681613	0	0	0	0	0	1.351351	0	0	0
67:681620-681622	0	0	0	0	0	0	0	0	0
67:681630-681632	0	5.263158	0	0	0	0	9.090909	0	0
67:681633-681635	5.128205	0	0	1.010101	0	0	0	0	0
67:681673-681675	0	7.407407	1.612903	0	4.347826	0	0	10	0
67:681815-681817	0	0	6.122449	0	0	0	0	0	0
67:681817-681819	0	0	2.040816	0	0	2.666667	0	0	0
67:681861-681863	0	0	0	0.952381	0	0	0	7.692308	0
67:681873-681875	7.407407	0	4.081633	0.952381	0	0	0	5.555556	0
672:360340-360342	0	6.666667	7.142857	18.75	0	0	0	0	0
673:146742-146744	0	0	0	2.090357	0.915332	1.816295	16.666667	0	0
673:146751-146753	0	3.846154	0	2.424242	1.676829	1.817238	0	0	0
673:146753-146755	0	3.703704	0	1.888065	2.59344	1.50493	0	0	0
673:150645-150647	0	0	0	0.235571	0.364742	0.871632	0	0	0
673:150654-150656	0	0	1.851852	0.319808	0.729483	0.752773	5.555556	0	0
673:150661-150663	0	0	0.854701	0.156894	0	0.554017	0	0	0
673:150766-150768	8.108108	7.54717	6.015038	0.372622	0.486914	0.732899	0	0	0
673:150774-150776	0	1.960784	1.515152	0.745537	0.488103	0.870598	10	0	0
673:150788-150790	0	0	2.112676	1.020408	1.947657	0.59312	0	0	0
673:150805-150807	0	1.818182	0.775194	0.871314	0.609013	1.107157	0	11.111111	0
673:150828-150830	0	0	0	0.633179	0.6691	0.870253	0	0	0
673:150842-150844	2.777778	0	1.666667	0.608679	1.461632	1.977848	0	0	0
673:155187-155189	2.597403	1.818182	5.479452	5.873715	4.584041	6.97928	0	0	0
673:155209-155211	0	0	1.219512	0.923295	0.865513	1.463907	0	0	0
673:155217-155219	2.352941	0	2.061856	0.782918	0.34904	1.060071	0	7.142857	8.333333
673:155220-155222	0	0	0.990099	0.568586	0.733333	1.111111	0	0	0
673:155229-155231	0	0	0.961538	1.139601	0.866089	0.958628	0	0	0
673:155341-155343	3.75	8.77193	11.111111	0.355366	0.93147	0.608828	4.347826	0	14.285714
673:155363-155365	2.409639	3.448276	2.469136	0.779589	3.384207	0.917899	3.448276	0	0
673:155381-155383	2.531646	1.785714	2.325581	0.997862	1.593625	1.168699	0	0	0
673:155391-155393	0	0	0	0.212615	0.375094	0.356779	0	0	0
673:155404-155406	0	1.886792	0	0.781805	1.128818	0.914634	0	0	0
673:155418-155420	1.470588	3.448276	0	0.637845	2.857143	1.726765	7.142857	0	0
673:155449-155451	7.936508	1.851852	2.409639	3.360215	4.378819	5.595668	8.333333	0	0
676:111949-111951	55.555556	23.809524	14.285714	7.792208	16.666667	14.285714	50	100	22.222222
676:112176-112178	85.714286	71.428571	36.363636	8.860759	37.5	41.666667	80	100	83.333333
676:112182-112184	83.333333	85.714286	31.818182	6.329114	37.5	41.666667	100	100	83.333333
676:112188-112190	85.714286	85.714286	26.086957	8.860759	71.428571	33.333333	100	100	71.428571
676:112190-112192	83.333333	71.428571	33.333333	7.594937	50	33.333333	100	72.727273	85.714286
676:112194-112196	83.333333	83.333333	22.727273	6.329114	50	16.666667	83.333333	72.727273	83.333333
676:112197-112199	100	83.333333	27.272727	5.063291	37.5	25	100	100	50
676:112200-112202	100	75	36.363636	5.063291	50	25	100	90.909091	75
676:112207-112209	100	75	33.333333	3.623188	39.393939	70.833333	100	100	71.428571
676:113541-113543	20	40	33.333333	27.559055	52.631579	57.54717	82.352941	92.307692	46.666667
676:113549-113551	60	60	40	41.269841	60.526316	63.207547	80	92.307692	54.545455
676:113552-113554	60	60	33.333333	29.133858	34.210526	62.264151	87.5	92.307692	54.545455
676:113562-113564	80	33.333333	42.857143	51.181102	55.263158	69.811321	76.470588	100	50
678:275378-275380	0	0	0	1.162791	0	0.346021	0	0	0
678:275405-275407	0	0	0	4.411765	1.626016	1.960784	0	0	0
678:290164-290166	0	0	0	0	0	0	0	16.666667	0
678:290702-290704	0	0	0	0	0	0	0	0	0
678:290743-290745	4.166667	0	3.846154	0	0	0	0	0	16.666667
678:290763-290765	4.166667	0	0	0	0	0	0	0	0
678:293204-293206	5	0	0	0.502513	0	0.873362	0	0	0
678:293234-293236	4	0	5	0	0.8	0	0	0	0
678:293243-293245	0	0	5	0	0	0	0	0	0
680:95261-95263	0	13.333333	5.882353	0	5.555556	7.207207	21.428571	25	16.666667
687:674292-674294	7.692308	0	12.5	5.263158	7.692308	10.416667	14.285714	0	0
689:310851-310853	1.834862	2	1.282051	10	50	16.129032	3.076923	0	0
689:310862-310864	0	1.680672	2.238806	4.712991	3.522505	3.834808	0	0	0
689:310880-310882	1.086957	1.351351	0.628931	0.951504	0.78125	0.479882	1.851852	0	0
689:310912-310914	0.970874	0.666667	1.290323	0.675261	0.260492	0.811209	0	0	0
689:310990-310992	0	0	0	0.398406	0.550565	1.034738	2.272727	0	0
689:311019-311021	3.508772	2.531646	0	0.521632	0.580046	1.034738	0	0	0
689:311021-311023	3.448276	1.449275	4	0.342466	0.647821	1.074074	0	0	0
689:311025-311027	3.846154	11.111111	4.301075	3.498542	3.659743	5.469846	0	10	0
689:311517-311519	0	0	0	0	37.5	0	0	0	0
689:311684-311686	0	0	1.5625	1.194354	0	1.751592	4.347826	0	0
689:311885-311887	0	0.78125	1.538462	0.437158	1.114206	0.159236	0	0	0
689:311906-311908	1.333333	0.833333	0	1.202186	0.831025	0.517241	0	8.695652	0
689:311936-311938	0	0	2.272727	1.207464	2.234637	0.637959	0	0	0
689:311958-311960	0	1.639344	1.754386	1.200873	0.831025	0.636943	0	0	0
689:311963-311965	9.52381	4.444444	2.564103	9.134615	20	12.5	0	0	0
69:684981-684983	30.769231	0	0	0.384615	0	12.903226	0	40	0
694:16913-16915	0	9.090909	5.263158	0.702106	0.474496	0.481696	0	0	0
694:16919-16921	6.666667	8.333333	0	1.303912	0.356295	0.385728	0	0	0
