"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g61344",1634,1529,1232,724,441,554
"g61363",443,370,404,591,321,484
"g61373",0,0,0,32,23,20
"g61393",559,514,494,495,400,586
"g61396",1658,1908,1759,2952,5103,4194
"g61402",530,439,392,553,514,459
"g61404",0,0,0,148,193,198
"g61403",501,250,241,383,403,425
"g61406",368,301,284,111,107,133
"g61411",135,179,149,212,230,199
"g61436",102,110,168,274,226,367
"g61460",327,212,306,120,93,117
"g61455",835,870,583,1748,1136,1322
"g61451",2706,2415,1927,1181,752,829
"g61456",32,34,39,83,73,70
"g61478",127,105,140,156,110,139
"g61493",0,0,0,108,83,115
"g61487",101,89,98,115,116,111
"g61515",88,59,37,222,101,182
"g61521",0,0,0,8,3,8
"g61523",16,17,0,72,59,108
"g61529",512,247,381,186,112,129
"g61533",4995,2245,3238,4811,3238,4121
"g61534",357,186,232,611,309,494
"g61540",639,383,474,310,175,232
"g61542",1811,1565,1468,930,769,791
"g61557",8,18,12,61,35,50
"g61553",10890,8541,8009,5684,3451,4502
"g61554",1434,1016,1032,2171,1519,1862
"g61555",544,382,385,1598,1248,1379
"g61556",92,87,73,393,124,223
"g61590",0,0,0,41,37,40
"g61591",229,147,131,207,293,279
"g61592",642,486,479,261,181,242
"g61598",255,281,185,317,239,267
"g61600",753,691,803,1009,478,843
"g61599",937,606,686,356,138,352
"g61614",180,131,106,186,195,187
"g61618",0,0,0,37,26,24
"g61619",0,0,0,88,113,125
"g61621",150,99,112,61,24,43
"g61615",975,832,730,417,252,284
"g61628",1043,579,577,398,262,354
"g61672",228,237,216,772,863,780
"g61645",111,116,69,230,101,182
"g61684",141,58,82,206,107,150
"g61677",19,16,21,53,20,27
"g61698",119,127,129,207,285,240
"g61711",272,481,371,515,639,576
"g61715",103,42,72,152,146,193
"g61716",214,279,158,374,221,297
"g61720",0,0,0,83,53,60
"g61722",1279,936,915,1788,1221,1714
"g61725",262,170,163,851,595,746
"g61728",32,19,12,69,38,59
"g61729",53,48,43,87,66,77
"g61735",6,6,2,51,14,25
"g61733",1587,923,1434,698,192,552
"g61740",28,45,41,102,81,140
"g61742",0,0,0,11,8,14
"g61741",118,112,136,141,119,174
"g61756",1772,974,1187,768,337,559
"g61758",323,274,203,373,224,342
"g61768",208,140,121,167,137,162
"g61771",2421,2819,3315,1207,885,1272
"g61773",712,342,417,778,466,581
"g61776",602,401,478,253,152,185
"g61784",74,85,97,115,147,157
"g61787",26,34,16,157,174,218
"g61785",224,183,195,117,52,80
"g61788",22,49,31,69,68,83
"g61789",106,96,60,161,90,120
"g61797",766,524,531,1119,668,873
"g61826",0,9,20,44,54,52
"g61854",32,29,27,66,46,59
"g61866",165,177,127,80,46,61
"g61856",403,253,280,658,565,650
"g61859",0,0,5,22,42,14
"g61868",868,516,463,286,157,180
"g61879",0,0,0,4,5,14
"g61881",73,62,56,118,89,98
"g61875",13,22,14,52,20,32
"g61908",0,0,0,18,13,10
"g61895",105,21,52,118,64,109
"g61922",72,69,54,202,125,186
"g61923",925,626,574,698,495,628
"g61934",555,326,331,412,509,507
"g61974",132,60,95,154,97,156
"g62001",0,0,0,17,11,17
"g62079",0,0,0,68,34,36
"g62081",560,481,377,229,103,203
"g62082",0,0,0,28,29,31
"g62039",0,0,0,6,6,6
"g62052",209,279,159,782,1109,752
"g62067",299,156,194,121,55,46
"g62069",2285,1337,1456,893,388,615
"g62072",0,0,0,37,21,25
"g62073",2296,2048,1726,1240,609,801
"g62030",901,551,685,317,163,241
"g62032",1013,621,591,1109,573,654
"g62049",67,63,83,159,85,142
"g62050",693,774,503,332,206,191
"g62053",218,153,263,87,51,81
"g62057",3445,2571,2410,1523,746,1124
"g62058",374,233,268,137,94,129
"g62074",327,274,303,173,119,107
"g62085",456,650,539,609,518,778
"g62088",1183,1058,778,463,301,412
"g62091",0,0,0,39,49,34
"g62093",133,63,68,306,287,272
"g62087",482,547,615,202,189,235
"g62089",1218,1062,865,1540,870,1132
"g62092",151,106,85,388,352,338
"g62103",71,51,44,80,86,58
"g62109",0,0,1,35,22,26
"g62119",0,0,0,32,24,17
"g62137",0,0,0,13,16,13
"g62154",54,14,31,131,17,92
"g62159",37,37,12,479,66,170
"g62169",53,55,63,270,353,318
"g62184",0,0,0,22,13,25
"g62219",0,0,0,35,36,24
"g62222",53,0,34,106,129,120
"g62231",431,368,371,212,162,189
"g62237",3008,1981,1871,3346,3458,3222
"g62239",438,296,245,590,371,428
"g62268",0,1,0,15,8,21
"g62313",0,1,0,8,5,3
"g62307",0,0,0,30,35,20
"g62302",281,194,144,327,156,230
"g62339",22,36,32,102,50,58
"g62341",57,67,63,171,79,88
"g62338",247,145,158,436,214,245
"g62344",10,11,9,52,59,64
"g62357",85,71,71,136,134,165
"g62372",1279,1283,1074,598,325,514
"g62376",78,48,27,94,86,145
"g62377",0,0,0,53,43,18
"g62392",0,0,0,17,19,14
"g62412",0,0,0,6,4,4
"g62414",168,109,87,246,285,305
"g62418",2,0,2,7,3,23
"g62416",193,156,134,215,187,211
"g62425",483,311,256,208,95,109
"g62522",720,521,452,343,157,275
"g62528",1014,1266,1250,491,457,538
"g62533",248,274,147,619,776,735
"g62560",55,66,37,92,84,82
"g62578",559,429,400,568,513,621
"g62588",193,83,126,53,30,52
"g62594",0,0,0,24,4,4
"g62595",1610,707,926,530,231,377
"g62605",26,26,9,226,306,273
"g62602",15,11,15,57,22,18
"g62607",49,75,52,248,109,160
"g62608",118,134,101,333,280,347
"g62612",937,783,692,332,332,306
"g62613",332,287,276,107,113,101
"g62627",421,358,428,608,483,588
"g62663",42,18,41,73,34,79
"g62666",0,0,0,52,33,40
"g62683",93,82,58,215,81,132
"g62678",0,0,0,7,12,6
"g62731",0,0,0,69,32,51
"g62754",26,19,14,97,67,58
"g62761",68,56,43,133,96,124
"g62757",1246,1084,852,1881,1059,1364
"g62767",0,0,0,32,12,19
"g62763",450,457,487,592,466,689
"g62769",24,39,57,104,62,63
"g62771",28,33,41,84,44,74
"g62778",15,27,25,50,34,51
"g62779",148,77,107,177,121,165
"g62787",0,0,0,182,179,308
"g62788",0,0,0,32,11,22
"g62810",260,147,131,279,162,151
"g62819",23,17,11,89,70,59
"g62823",1285,782,878,525,301,379
"g62824",350,261,287,412,308,418
"g62836",627,502,488,280,165,238
"g62837",235,211,157,469,293,334
"g62858",101,76,49,96,81,106
"g62882",11,60,25,189,330,258
"g62884",36,24,49,163,128,173
"g62883",78,74,52,311,200,323
"g62899",120,38,65,824,219,350
"g62902",0,0,0,58,17,36
"g62901",410,172,145,741,265,300
"g62908",48,63,54,581,322,502
"g62909",574,485,363,2857,1331,2202
"g62912",576,315,367,176,131,132
"g62954",113,49,61,119,97,77
"g62962",525,289,285,122,113,154
"g62972",4,3,0,8,22,8
"g62988",117,86,101,285,114,201
"g63002",25,19,12,29,24,39
"g63011",66,72,60,119,75,76
"g63005",314,331,274,388,395,477
"g63031",834,663,610,330,272,283
"g63061",544,309,344,196,130,200
"g63069",131,169,92,270,161,244
"g63081",89,65,82,295,205,249
"g63084",1642,1081,1003,636,321,397
"g63094",313,311,192,115,88,80
"g63099",253,171,216,72,74,86
"g63126",45,56,40,68,55,66
"g63129",0,0,0,20,4,25
"g63130",18,15,6,42,17,20
"g63131",0,0,0,86,86,71
"g63171",69,207,54,815,666,554
"g63187",3,0,2,47,16,29
"g63190",199,105,129,237,155,201
"g63206",19,17,24,115,41,128
"g63197",217,171,144,323,211,174
"g63199",305,280,167,143,68,91
"g63210",439,393,396,786,628,723
"g63213",206,222,179,458,347,404
"g63217",58,71,90,140,169,197
"g63211",283,205,157,445,322,447
"g63248",172,157,166,209,228,179
"g63267",0,0,0,7,10,6
"g63283",57,22,21,92,51,32
"g63321",426,348,390,568,462,519
"g63333",0,0,0,13,7,12
"g63334",50,32,28,82,37,74
"g63326",593,440,334,1839,940,1246
"g63329",1216,939,692,1521,864,1118
"g63327",309,295,170,619,321,437
"g63335",681,833,609,748,640,880
"g63360",0,0,23,161,96,123
"g63361",24,24,22,139,96,72
"g63362",48,53,39,158,100,134
"g63366",16,23,28,48,32,41
"g63367",117,149,85,168,126,127
"g63372",683,721,495,662,955,828
"g63383",0,0,0,4,13,8
"g63397",418,460,332,203,93,187
"g63399",475,360,339,116,157,116
"g63411",13,59,49,181,117,214
"g63409",375,559,382,562,479,627
"g63410",26,43,27,66,41,47
"g63412",0,31,18,87,129,69
"g63413",14,24,18,118,101,180
"g63437",301,137,294,524,222,545
"g63441",331,293,306,399,284,299
"g63456",58,52,38,93,35,79
"g63457",213,143,177,410,281,344
"g63460",24,22,18,40,24,32
"g63466",68,58,59,97,59,76
"g63474",0,0,0,20,20,15
"g63476",45,67,32,84,58,61
"g63477",145,101,80,179,93,102
"g63479",576,517,486,671,425,550
"g63484",18,49,48,76,101,90
"g63492",103,107,83,162,284,236
"g63493",109,95,114,142,87,142
"g63496",3,0,0,34,38,54
"g63508",79,32,45,62,90,77
"g63512",24886,19764,19234,33846,31721,36182
"g63514",145,111,90,889,562,664
"g63515",20,23,5,124,92,106
"g63517",3806,3580,2622,9044,11247,9636
"g63519",0,6,0,201,100,258
"g63521",0,0,0,18,5,20
"g63533",14,0,14,37,35,32
"g63535",1002,404,481,997,513,871
"g63562",0,0,0,10,12,10
"g63607",0,0,0,30,5,12
"g63596",3,0,0,110,0,63
"g63616",0,0,0,10,3,4
"g63625",5,5,3,13,14,10
"g63645",0,0,0,82,77,57
"g63647",599,424,355,193,181,104
"g63749",53,89,54,88,118,107
"g63756",5,0,0,12,17,11
"g63763",4,0,0,10,6,21
"g63776",162,181,170,264,160,181
"g63777",128,116,86,206,110,151
"g63780",0,0,0,25,12,44
"g63779",150,160,73,249,164,227
"g63811",239,169,131,265,167,162
"g63815",0,0,0,39,11,32
"g63813",44,40,24,66,55,73
"g63814",485,294,327,457,283,353
"g63828",106,80,79,127,69,83
"g63834",60,37,57,215,134,227
"g63839",158,109,80,211,107,109
"g63881",124,135,114,64,37,39
"g63880",39,22,25,45,45,44
"g63882",131,82,75,279,166,243
"g63873",667,519,554,1214,791,941
"g63872",2715,1809,1824,1889,1632,1898
"g63875",856,385,542,299,178,180
"g63876",371,162,214,402,223,353
"g63891",5995,5019,4968,2759,1880,2397
"g63894",112,105,112,258,154,248
"g63895",222,117,92,477,360,340
"g63901",276,196,236,349,298,324
"g63906",867,600,516,237,209,224
"g63922",662,496,400,1519,878,1079
"g63921",41,52,35,332,199,187
"g63934",11818,8860,8558,9534,28112,20901
"g63939",1267,759,831,1485,1440,1322
"g63967",140,89,112,161,106,135
"g63969",738,666,496,267,237,186
"g63971",21,20,10,63,27,33
"g63973",80,98,56,147,81,92
"g63987",0,0,0,7,17,11
"g63989",0,0,0,29,32,26
"g63995",56,10,11,62,38,56
"g63996",40,32,14,86,49,84
"g64009",408,181,213,512,648,511
"g64015",8,0,0,35,14,22
"g64045",314,175,219,276,319,291
"g64055",55,38,43,74,91,44
"g64092",311,255,203,126,90,102
"g64101",215,160,186,95,57,61
"g64105",0,2,2,15,4,11
"g64104",358,247,231,556,310,385
"g64119",458,276,336,562,333,351
"g64130",62,78,70,92,70,98
"g64147",10,29,0,81,54,46
"g64140",118,49,76,117,75,106
"g64148",43,35,38,217,120,160
"g64149",78,55,43,244,105,115
"g64157",23,44,22,190,147,158
"g64161",0,0,0,12,17,9
"g64165",0,0,0,9,14,10
"g64167",0,0,0,7,5,6
"g64163",391,366,405,185,78,158
"g64177",299,195,204,326,282,293
"g64189",474,348,326,164,105,168
"g64203",1,0,0,16,2,5
"g64214",0,0,0,5,8,6
"g64217",0,0,0,12,12,11
"g64218",46,52,35,99,72,73
"g64222",275,415,267,162,102,75
"g64245",3,3,0,28,13,5
"g64300",7,3,7,45,27,25
"g64311",2,7,0,19,25,24
"g64316",160,83,166,195,159,188
"g64271",374,374,279,916,787,842
"g64278",0,0,0,28,18,18
"g64265",90,78,52,84,117,86
"g64273",235,227,206,105,47,83
"g64280",144,69,79,126,123,101
"g64334",197,177,146,59,72,49
"g64358",35,0,20,76,77,66
"g64359",40,36,66,89,59,98
"g64368",289,335,369,570,513,539
"g64369",50,47,35,57,43,59
"g64360",200,123,142,263,251,331
"g64366",0,0,0,23,15,12
"g64363",361,271,272,317,296,309
"g64367",109,134,118,267,258,338
"g64378",394,207,249,373,220,269
"g64379",1085,553,733,1236,1317,1386
"g64384",0,0,0,66,63,48
"g64387",3122,3037,2430,1531,1298,1365
"g64411",506,367,378,666,510,667
"g64413",242,192,190,392,192,275
"g64434",78,56,66,87,99,104
"g64445",80,54,50,86,78,70
"g64458",33,25,8,45,43,57
"g64459",387,275,290,382,289,365
"g64453",0,0,0,60,20,19
"g64455",70,62,59,97,49,84
"g64462",0,0,0,110,55,119
"g64475",828,443,526,362,210,240
"g64488",771,269,510,758,485,607
"g64495",421,281,315,337,257,344
"g64497",129,112,103,449,293,315
"g64496",619,749,495,904,501,591
"g64502",0,0,0,48,84,27
"g64506",74,75,42,200,119,128
"g64503",240,158,183,277,286,199
"g64505",131,88,79,115,129,101
"g64509",1303,785,931,511,256,397
"g64520",209,150,183,96,41,69
"g64521",281,241,244,130,91,86
"g64522",489,417,422,217,117,136
"g64526",255,285,289,115,86,84
"g64528",188,123,102,308,220,254
"g64529",114,104,76,141,111,113
"g64538",312,278,197,493,459,450
"g64535",74,95,77,238,145,142
"g64549",108,77,69,93,99,91
"g58",0,0,0,9,7,4
"g365",0,0,0,6,5,3
"g390",0,0,0,14,9,5
"g537",0,0,0,8,3,8
"g851",0,0,0,7,3,6
"g888",0,0,3,12,23,3
"g904",0,0,3,25,54,59
"g1060",0,0,0,21,17,10
"g1110",0,0,0,8,10,7
"g1332",0,0,0,39,45,52
"g1362",0,0,0,6,5,3
"g1415",0,0,0,2,13,3
"g1471",0,0,0,14,10,7
"g1484",0,0,0,26,21,21
"g1590",0,0,0,12,9,4
"g1600",0,0,0,21,12,3
"g1638",0,0,0,8,8,12
"g1692",0,0,0,7,6,3
"g1927",0,0,0,10,10,5
"g1928",0,0,0,61,30,67
"g1963",0,0,0,3,8,5
"g2090",0,0,0,10,5,4
"g2213",0,0,0,34,40,13
"g2226",0,0,0,9,7,11
"g2467",0,0,0,8,6,6
"g2468",0,0,0,33,19,26
"g2478",0,0,0,21,10,14
"g2484",0,0,0,20,20,20
"g2486",0,0,0,27,25,18
"g2544",0,0,0,8,14,5
"g2585",0,3,0,10,23,16
"g2780",0,0,0,15,23,11
"g2928",0,0,0,7,14,12
"g2931",0,0,0,33,39,38
"g2968",0,0,0,17,9,14
"g2969",0,0,0,10,6,6
"g2970",0,0,0,12,15,19
"g3015",0,0,0,31,18,27
"g3056",0,0,0,13,2,4
"g3093",0,0,2,18,6,6
"g3214",0,0,0,44,12,26
"g3219",0,0,0,348,174,275
"g3220",0,0,0,55,30,82
"g3221",0,0,0,72,34,88
"g3222",0,0,0,27,9,54
"g3223",0,0,0,29,23,47
"g3320",0,0,0,6,8,4
"g3623",0,0,0,12,12,8
"g3624",0,0,0,5,12,9
"g3736",0,10,0,37,123,22
"g3817",0,0,0,7,5,3
"g3868",0,0,3,15,8,9
"g4074",0,0,0,10,13,5
"g4114",0,0,0,19,5,26
"g4116",0,0,0,16,11,16
"g4125",0,0,0,10,5,4
"g4128",0,0,0,20,21,25
"g4131",0,0,0,6,5,6
"g4535",0,0,0,8,6,7
"g4567",0,0,4,16,27,11
"g4688",0,0,0,7,7,12
"g5075",0,0,12,59,56,74
"g5195",0,0,0,12,6,6
"g5222",0,0,0,21,33,14
"g5444",0,0,0,36,11,25
"g5456",0,0,0,59,22,45
"g5458",0,0,0,89,40,66
"g5459",0,0,0,9,14,4
"g5471",0,0,0,10,13,8
"g5472",0,0,0,18,24,18
"g5485",0,0,0,18,14,38
"g5583",0,0,0,13,8,8
"g5633",0,0,0,48,62,34
"g5635",0,0,0,28,26,19
"g5636",0,0,0,32,17,10
"g5638",0,0,0,43,37,41
"g5639",0,0,0,19,21,5
"g5642",0,0,0,10,16,11
"g5686",0,2,0,9,14,4
"g5688",0,0,0,6,5,5
"g5689",0,0,0,9,4,6
"g5720",0,0,3,12,15,12
"g5822",0,0,1,10,29,18
"g5823",0,0,0,30,6,18
"g5859",0,0,0,3,8,7
"g5888",0,0,0,4,7,5
"g5896",0,0,0,40,15,18
"g5906",0,0,0,10,13,5
"g5919",0,0,0,18,14,4
"g6340",0,0,0,9,6,9
"g6742",0,0,0,7,13,7
"g6777",0,0,0,36,12,14
"g6781",0,0,0,6,9,7
"g6795",0,0,0,8,9,12
"g6802",0,0,0,6,2,7
"g6806",0,0,0,7,5,5
"g6818",0,0,0,13,3,3
"g6826",0,0,0,22,23,5
"g7096",0,0,0,8,8,6
"g7352",0,0,0,15,31,16
"g7368",0,0,0,8,7,3
"g7371",0,0,0,5,6,3
"g7512",0,0,0,9,8,8
"g7570",0,0,0,20,42,21
"g7764",0,0,0,6,8,6
"g7852",0,0,0,15,11,8
"g7885",0,0,0,7,5,6
"g8038",0,0,0,6,5,4
"g8083",0,6,11,56,62,61
"g8111",0,0,0,10,5,3
"g8856",0,0,0,19,19,11
"g9053",0,0,0,8,8,19
"g9112",0,0,0,4,7,3
"g9122",0,0,0,3,8,5
"g9140",0,0,0,15,11,11
"g9155",0,0,0,13,7,4
"g9955",0,0,0,37,5,10
"g10036",0,0,0,8,3,4
"g10041",0,0,0,11,4,7
"g10247",0,0,0,17,14,39
"g10306",0,0,0,20,16,17
"g10331",0,0,0,13,19,10
"g10332",0,0,0,42,19,25
"g10334",0,0,0,25,16,9
"g10335",0,0,0,35,17,28
"g10336",0,0,0,52,11,36
"g10337",0,0,0,17,7,9
"g10338",0,0,0,22,14,12
"g10584",0,0,0,47,73,37
"g10823",0,0,0,18,18,8
"g10970",0,2,3,23,31,19
"g11066",0,0,0,8,25,10
"g11130",0,14,0,22,179,17
"g11209",0,0,0,16,14,4
"g11537",0,0,0,11,11,7
"g11579",0,0,0,6,17,8
"g11595",0,0,0,69,57,83
"g11597",0,0,0,8,16,2
"g11619",0,0,0,8,6,3
"g11910",0,0,0,10,15,3
"g11939",0,0,0,6,5,3
"g12117",0,0,0,15,4,6
"g12291",0,0,0,10,3,6
"g12441",0,0,0,5,3,6
"g12533",0,0,0,17,11,23
"g12535",0,0,0,12,15,5
"g12536",0,0,0,11,8,24
"g12543",0,0,0,16,3,12
"g12695",0,0,5,30,20,8
"g12810",0,0,0,5,1,13
"g12818",0,0,3,11,8,11
"g12856",0,1,0,72,28,63
"g12980",0,0,0,12,10,10
"g13063",0,0,0,6,6,5
"g13081",0,0,0,8,17,6
"g13104",0,0,0,10,5,11
"g13201",0,0,3,16,7,17
"g13456",0,0,0,17,20,8
"g13457",0,0,0,3,11,3
"g13535",0,0,0,13,10,11
"g13542",0,0,0,3,10,8
"g13552",0,0,0,66,42,45
"g13633",0,0,0,12,6,7
"g13643",0,0,0,5,7,10
"g13644",0,0,0,12,9,5
"g13672",0,0,0,28,12,25
"g13685",0,0,0,18,16,10
"g13687",0,0,0,36,22,35
"g13711",0,0,0,3,15,5
"g13721",0,0,0,8,10,5
"g13759",0,0,0,19,23,12
"g13940",0,0,0,41,23,32
"g14028",0,0,0,22,10,16
"g14368",0,0,0,6,10,6
"g14391",0,0,0,6,6,8
"g14659",0,0,0,6,5,3
"g14687",0,0,0,7,6,6
"g14758",0,0,0,8,3,5
"g14784",0,11,7,76,90,41
"g14855",0,0,0,19,3,10
"g14856",0,0,0,11,5,10
"g14968",0,0,4,43,47,35
"g15205",0,0,0,3,12,3
"g15287",0,0,0,174,37,117
"g15360",0,0,0,18,8,17
"g15365",0,0,0,13,6,5
"g15509",0,0,0,11,10,2
"g15529",0,0,0,32,19,23
"g15615",0,0,0,11,4,7
"g15616",0,0,0,7,4,5
"g15832",0,0,0,24,10,6
"g15972",0,0,0,54,44,25
"g15985",0,0,0,18,8,14
"g16010",0,2,1,18,6,11
"g16035",0,0,0,44,32,18
"g16036",0,0,0,49,48,18
"g16131",0,0,0,9,5,3
"g16136",0,0,0,5,10,8
"g16157",0,0,0,13,3,7
"g16285",0,0,0,37,20,36
"g16287",0,0,0,56,40,42
"g16499",0,0,0,3,6,6
"g16500",0,0,0,5,3,6
"g16501",0,0,0,3,16,1
"g16899",0,0,0,9,20,19
"g17108",0,0,0,8,7,8
"g17109",0,0,0,6,16,6
"g17125",0,0,0,6,6,5
"g17156",0,0,0,10,13,4
"g17247",0,0,0,21,11,7
"g17441",0,0,0,65,48,81
"g17445",0,0,0,14,16,6
"g17448",0,0,0,19,8,6
"g17615",0,0,0,22,18,9
"g17729",0,0,0,6,9,9
"g17797",0,0,0,5,7,7
"g17847",0,0,0,15,13,14
"g17898",0,0,0,21,11,8
"g17967",0,0,0,43,11,34
"g18070",0,0,0,6,10,2
"g18090",0,0,0,10,8,9
"g18235",0,0,0,29,11,11
"g18258",0,0,3,6,23,16
"g18268",0,0,0,10,4,6
"g18390",0,0,0,16,6,4
"g18453",0,0,0,13,2,21
"g18713",0,0,0,37,9,33
"g19170",0,0,0,6,10,3
"g19809",0,0,0,21,15,17
"g20010",0,0,0,13,21,10
"g20019",0,0,0,31,35,34
"g20139",0,0,0,11,11,13
"g20177",0,0,0,52,25,19
"g20237",0,0,0,9,12,8
"g20318",0,0,0,6,6,15
"g20486",0,0,0,2,12,6
"g20536",0,0,0,5,13,27
"g20621",0,0,0,48,29,63
"g20808",0,0,0,17,3,18
"g20818",0,0,0,6,10,5
"g20871",0,0,0,6,12,3
"g20966",0,0,0,20,8,8
"g21079",0,0,0,9,4,7
"g21101",0,0,0,4,9,6
"g21296",0,0,3,11,13,13
"g21473",0,0,0,85,59,86
"g21603",0,0,0,7,7,18
"g21606",0,0,0,8,16,6
"g21724",0,0,0,3,8,12
"g21865",0,0,0,23,18,5
"g21932",0,0,3,14,13,12
"g21944",0,0,0,28,14,6
"g22060",0,0,0,5,12,3
"g22155",0,0,0,3,5,9
"g22256",0,0,0,12,7,15
"g22332",0,0,0,72,91,83
"g22360",0,3,0,216,121,181
"g22489",0,0,0,7,11,8
"g22588",0,0,0,32,24,32
"g22644",0,0,0,40,28,34
"g22732",0,0,0,6,5,6
"g22733",0,0,0,11,14,8
"g22827",0,0,0,18,11,3
"g22832",0,0,0,17,2,5
"g22835",0,0,0,6,5,8
"g22836",0,0,0,10,6,4
"g22837",0,0,0,10,4,8
"g22930",0,0,0,4,11,7
"g22948",0,0,0,8,4,5
"g22964",0,0,0,24,18,6
"g22965",0,0,0,18,29,13
"g22981",0,0,0,17,19,15
"g23500",0,0,0,13,18,13
"g23503",0,0,0,8,12,13
"g23561",0,0,0,9,5,8
"g23618",0,0,0,28,6,3
"g23915",0,0,0,8,8,8
"g24043",0,0,0,3,11,9
"g24047",0,1,0,6,4,5
"g24048",0,0,0,34,23,28
"g24050",0,0,0,6,5,3
"g24101",0,0,0,8,3,5
"g24460",0,0,0,96,40,152
"g24462",0,0,0,22,18,15
"g24520",0,0,0,11,10,7
"g24537",0,0,0,11,6,8
"g24577",0,0,0,10,5,3
"g24667",0,0,0,18,16,6
"g24756",0,0,0,27,5,6
"g24766",0,3,0,22,7,7
"g24785",0,0,0,15,2,5
"g24795",0,0,0,10,6,6
"g24888",0,3,0,15,11,11
"g24893",0,0,0,11,3,9
"g24894",0,0,0,3,11,8
"g24896",0,0,0,13,6,4
"g24911",0,0,0,16,11,6
"g24934",0,0,0,37,15,21
"g24988",0,0,0,6,16,3
"g24989",0,0,0,8,11,6
"g25016",0,0,0,23,35,3
"g25127",0,0,0,23,16,11
"g25355",0,0,0,9,4,3
"g25411",0,0,0,5,9,14
"g25471",0,0,0,10,8,1
"g25481",0,0,0,25,19,17
"g25823",0,0,0,3,11,3
"g25879",0,0,0,12,11,10
"g25903",0,0,0,3,6,8
"g25911",0,1,0,13,6,2
"g25922",0,0,0,31,19,15
"g25955",0,0,0,9,20,18
"g26186",0,6,4,41,17,28
"g26187",0,0,0,19,13,28
"g26386",0,0,0,11,6,2
"g26427",0,0,0,4,8,3
"g26441",0,0,0,3,5,6
"g26468",0,0,0,50,47,64
"g26496",0,0,0,13,3,8
"g26498",0,0,0,8,3,7
"g26640",0,0,0,26,32,21
"g26734",0,0,0,8,8,3
"g26858",0,0,0,14,10,8
"g26866",0,0,0,8,18,8
"g26872",0,0,0,8,6,6
"g26882",0,0,0,11,14,8
"g26904",0,0,0,13,6,3
"g26929",0,0,0,18,13,5
"g27148",0,0,0,51,21,27
"g27228",0,0,0,27,21,11
"g27277",0,0,0,17,4,5
"g27401",0,0,0,14,13,8
"g27488",0,0,0,14,20,7
"g27569",0,1,0,6,5,9
"g27581",0,0,0,66,39,50
"g27663",0,4,3,260,87,150
"g27774",0,0,0,31,27,42
"g27799",0,0,0,8,11,6
"g27805",0,0,0,17,13,11
"g27820",0,0,0,4,6,9
"g28004",0,0,0,11,7,1
"g28043",0,0,0,8,9,3
"g28051",0,0,0,7,8,6
"g28096",0,9,6,41,28,33
"g28137",0,0,0,11,8,3
"g28171",0,0,0,12,7,3
"g28172",0,0,0,15,13,10
"g28179",0,0,0,5,5,4
"g28212",0,0,0,25,24,31
"g28219",0,0,0,11,12,17
"g28270",0,0,0,10,7,12
"g28273",0,0,0,8,16,7
"g28381",0,0,0,4,12,16
"g28399",0,0,0,12,10,11
"g28456",0,0,0,5,8,6
"g28508",0,0,0,32,5,13
"g28585",0,0,0,32,33,37
"g28657",0,0,0,20,12,25
"g28734",0,0,0,6,8,3
"g28779",0,0,0,4,8,3
"g28780",0,0,0,20,8,11
"g28789",0,0,0,23,6,8
"g28791",0,0,0,7,15,18
"g28796",0,0,0,6,16,8
"g28838",0,0,0,3,7,5
"g29070",0,0,0,15,6,77
"g29229",0,0,0,11,10,13
"g29261",0,0,0,13,7,6
"g29268",0,0,0,7,5,5
"g29287",0,0,0,30,38,26
"g29288",0,0,6,11,31,35
"g29289",0,0,8,16,51,39
"g29311",0,0,0,5,11,9
"g29435",0,0,0,2,8,5
"g29647",0,0,0,42,40,68
"g29750",0,0,0,6,3,6
"g29789",0,0,0,21,9,3
"g29791",0,0,0,17,10,14
"g29794",0,0,3,40,28,59
"g29795",0,0,0,40,10,30
"g29956",0,2,0,20,10,5
"g29960",0,0,4,46,31,26
"g30078",0,3,2,20,10,8
"g30138",0,2,4,15,7,15
"g30247",0,6,3,24,16,21
"g30326",0,1,0,14,8,15
"g30483",0,0,0,8,11,6
"g30484",0,0,0,12,25,14
"g30485",0,0,0,9,11,13
"g30491",0,0,0,13,19,13
"g30615",0,0,0,13,9,12
"g30738",0,4,0,32,26,21
"g30787",0,0,0,32,38,35
"g30824",0,3,0,24,23,27
"g30834",0,0,0,9,4,5
"g30852",0,0,0,13,7,12
"g31126",0,3,3,12,12,14
"g31137",0,0,0,7,3,5
"g31240",0,0,0,10,26,7
"g31267",0,0,0,18,3,13
"g31360",0,0,0,4,6,6
"g31400",0,3,0,8,17,11
"g31493",0,0,3,16,12,5
"g31500",0,0,0,6,3,8
"g31566",0,0,0,11,5,8
"g31587",0,0,0,23,14,19
"g31605",0,0,0,10,5,4
"g31658",0,0,0,4,12,3
"g31660",0,0,0,1,22,11
"g31667",0,0,0,29,6,8
"g31684",0,0,0,16,15,17
"g32199",0,0,0,32,13,14
"g32200",0,0,0,27,18,13
"g32218",0,0,0,81,9,36
"g32320",0,0,0,11,8,23
"g32371",0,0,0,3,6,5
"g32388",0,0,0,17,10,12
"g32519",0,0,0,57,37,35
"g32836",0,0,0,6,4,6
"g32966",0,0,0,6,9,7
"g33090",0,1,0,11,9,8
"g33154",0,0,0,24,15,21
"g33252",0,0,0,8,6,5
"g33256",0,0,0,15,15,14
