Orthogroup	Pocillopora_acuta_protein	Mcap.protein
OG0010676	g20653	augustus.g4310.t1
OG0010677	g16911	augustus.g43100.t1
OG0010678	g46622	augustus.g43101.t1
OG0010679	g46624	augustus.g43103.t1
OG0010680	g46625	augustus.g43107.t1
OG0010681	g46626	augustus.g43108.t1
OG0010682	g20652	augustus.g4311.t1
OG0010683	g46630	augustus.g43110.t1
OG0010684	g46631	augustus.g43111.t1
OG0010685	g46633	augustus.g43113.t1
OG0010686	g9456	augustus.g43118.t1
OG0010687	g9453	augustus.g43119.t1
OG0010688	g16897	augustus.g43120.t1
OG0010689	g16894	augustus.g43121.t1
OG0010690	g16886	augustus.g43141.t1
OG0010691	g16884	augustus.g43142.t1
OG0010692	g16881	augustus.g43157.t1
OG0010693	g16879	augustus.g43161.t1
OG0010694	g16871	augustus.g43163.t1
OG0010695	g16870	augustus.g43164.t1
OG0010696	g16869	augustus.g43165.t1
OG0010697	g16868	augustus.g43166.t1
OG0010698	g16867	augustus.g43167.t1
OG0010699	g16866	augustus.g43170.t1
OG0010700	g16863	augustus.g43172.t1
OG0010701	g16860	augustus.g43173.t1
OG0010702	g29615	augustus.g43208.t1
OG0010703	g545	augustus.g43210.t1
OG0010704	g29520	augustus.g43211.t1
OG0010705	g29531	augustus.g43212.t1
OG0010706	g29533	augustus.g43213.t1
OG0010707	g29534	augustus.g43214.t1
OG0010708	g29546	augustus.g43232.t1
OG0010709	g29549	augustus.g43235.t1
OG0010710	g29550	augustus.g43236.t1
OG0010711	g29553	augustus.g43238.t1
OG0010712	g41750	augustus.g43266.t1
OG0010713	g19436	augustus.g43268.t1
OG0010714	g41772	augustus.g43269.t1
OG0010715	g41770	augustus.g43271.t1
OG0010716	g41758	augustus.g43276.t1
OG0010717	g41757	augustus.g43277.t1
OG0010718	g19429	augustus.g43279.t1
OG0010719	g19427	augustus.g43280.t1
OG0010720	g19426	augustus.g43281.t1
OG0010721	g19425	augustus.g43282.t1
OG0010722	g19424	augustus.g43284.t1
OG0010723	g19417	augustus.g43291.t1
OG0010724	g19414	augustus.g43292.t1
OG0010725	g19411	augustus.g43293.t1
OG0010726	g19406	augustus.g43294.t1
OG0010727	g19412	augustus.g43295.t1
OG0010728	g19405	augustus.g43296.t1
OG0010729	g19403	augustus.g43297.t1
OG0010730	g19393	augustus.g43298.t1
OG0010731	g19392	augustus.g43299.t1
OG0010732	g19391	augustus.g43300.t1
OG0010733	g19390	augustus.g43301.t1
OG0010734	g19378	augustus.g43305.t1
OG0010735	g41309	augustus.g43306.t1
OG0010736	g41300	augustus.g43310.t1
OG0010737	g13570	augustus.g43320.t1
OG0010738	g13573	augustus.g43321.t1
OG0010739	g13574	augustus.g43322.t1
OG0010740	g25989	augustus.g43332.t1
OG0010741	g36823	augustus.g43333.t1
OG0010742	g36829	augustus.g43340.t1
OG0010743	g39772	augustus.g4335.t1
OG0010744	g53174	augustus.g43354.t1
OG0010745	g44825	augustus.g43361.t1
OG0010746	g53171	augustus.g43362.t1
OG0010747	g53162	augustus.g43367.t1
OG0010748	g53161	augustus.g43368.t1
OG0010749	g53160	augustus.g43370.t1
OG0010750	g53159	augustus.g43371.t1
OG0010751	g53158	augustus.g43373.t1
OG0010752	g53157	augustus.g43374.t1
OG0010753	g53155	augustus.g43377.t1
OG0010754	g53152	augustus.g43378.t1
OG0010755	g55906	augustus.g4338.t1
OG0010756	g63744	augustus.g43382.t1
OG0010757	g49332	augustus.g43392.t1
OG0010758	g49329	augustus.g43393.t1
OG0010759	g49328	augustus.g43394.t1
OG0010760	g49326	augustus.g43395.t1
OG0010761	g49323	augustus.g43397.t1
OG0010762	g49316	augustus.g43398.t1
OG0010763	g49315	augustus.g43399.t1
OG0010764	g49306	augustus.g43400.t1
OG0010765	g17803	augustus.g43405.t1
OG0010766	g17804	augustus.g43406.t1
OG0010767	g17805	augustus.g43407.t1
OG0010768	g17817	augustus.g43415.t1
OG0010769	g17818	augustus.g43417.t1
OG0010770	g17820	augustus.g43418.t1
OG0010771	g29846	augustus.g43423.t1
OG0010772	g29847	augustus.g43424.t1
OG0010773	g29855	augustus.g43425.t1
OG0010774	g29858	augustus.g43427.t1
OG0010775	g29859	augustus.g43428.t1
OG0010776	g29862	augustus.g43430.t1
OG0010777	g29877	augustus.g43434.t1
OG0010778	g54941	augustus.g43451.t1
OG0010779	g43966	augustus.g43510.t1
OG0010780	g43965	augustus.g43511.t1
OG0010781	g43964	augustus.g43513.t1
OG0010782	g43956	augustus.g43515.t1
OG0010783	g43953	augustus.g43516.t1
OG0010784	g43951	augustus.g43517.t1
OG0010785	g7957	augustus.g43541.t1
OG0010786	g44647	augustus.g43586.t1
OG0010787	g23706	augustus.g43594.t1
OG0010788	g60641	augustus.g43603.t1
OG0010789	g36345	augustus.g43604.t1
OG0010790	g36341	augustus.g43606.t1
OG0010791	g36332	augustus.g43625.t1
OG0010792	g62280	augustus.g43629.t1
OG0010793	g62278	augustus.g43631.t1
OG0010794	g6733	augustus.g43676.t1
OG0010795	g23265	augustus.g43678.t1
OG0010796	g49466	augustus.g43706.t1
OG0010797	g49470	augustus.g43709.t1
OG0010798	g49472	augustus.g43710.t1
OG0010799	g49473	augustus.g43711.t1
OG0010800	g49478	augustus.g43712.t1
OG0010801	g49480	augustus.g43713.t1
OG0010802	g49481	augustus.g43714.t1
OG0010803	g49482	augustus.g43715.t1
OG0010804	g49484	augustus.g43720.t1
OG0010805	g49485	augustus.g43722.t1
OG0010806	g49486	augustus.g43723.t1
OG0010807	g49492	augustus.g43729.t1
OG0010808	g49493	augustus.g43730.t1
OG0010809	g49495	augustus.g43731.t1
OG0010810	g49496	augustus.g43732.t1
OG0010811	g49499	augustus.g43733.t1
OG0010812	g49500	augustus.g43734.t1
OG0010813	g49502	augustus.g43735.t1
OG0010814	g49507	augustus.g43737.t1
OG0010815	g2081	augustus.g43741.t1
OG0010816	g61100	augustus.g43774.t1
OG0010817	g41687	augustus.g43799.t1
OG0010818	g41688	augustus.g43800.t1
OG0010819	g62823	augustus.g43815.t1
OG0010820	g62821	augustus.g43816.t1
OG0010821	g16125	augustus.g43817.t1
OG0010822	g16132	augustus.g43818.t1
OG0010823	g16167	augustus.g43822.t1
OG0010824	g16147	augustus.g43824.t1
OG0010825	g41324	augustus.g43830.t1
OG0010826	g36996	augustus.g43832.t1
OG0010827	g4205	augustus.g4384.t1
OG0010828	g7024	augustus.g43844.t1
OG0010829	g64413	augustus.g43845.t1
OG0010830	g64408	augustus.g43846.t1
OG0010831	g4209	augustus.g4388.t1
OG0010832	g4212	augustus.g4389.t1
OG0010833	g4219	augustus.g4390.t1
OG0010834	g2968	augustus.g43902.t1
OG0010835	g4224	augustus.g4392.t1
OG0010836	g24972	augustus.g43929.t1
OG0010837	g4227	augustus.g4393.t1
OG0010838	g24935	augustus.g43932.t1
OG0010839	g24929	augustus.g43940.t1
OG0010840	g24930	augustus.g43941.t1
OG0010841	g24932	augustus.g43945.t1
OG0010842	g13020	augustus.g43951.t1
OG0010843	g36235	augustus.g43955.t1
OG0010844	g4236	augustus.g4397.t1
OG0010845	g26757	augustus.g43974.t1
OG0010846	g19607	augustus.g43975.t1
OG0010847	g26746	augustus.g43981.t1
OG0010848	g46773	augustus.g43985.t1
OG0010849	g26773	augustus.g44000.t1
OG0010850	g45030	augustus.g44010.t1
OG0010851	g45027	augustus.g44011.t1
OG0010852	g45024	augustus.g44012.t1
OG0010853	g45023	augustus.g44018.t1
OG0010854	g42213	augustus.g4402.t1
OG0010855	g45034	augustus.g44025.t1
OG0010856	g174	augustus.g44080.t1
OG0010857	g160	augustus.g44082.t1
OG0010858	g28593	augustus.g44122.t1
OG0010859	g42578	augustus.g44123.t1
OG0010860	g42575	augustus.g44125.t1
OG0010861	g42574	augustus.g44126.t1
OG0010862	g42571	augustus.g44129.t1
OG0010863	g42569	augustus.g44132.t1
OG0010864	g42565	augustus.g44142.t1
OG0010865	g42563	augustus.g44144.t1
OG0010866	g42562	augustus.g44146.t1
OG0010867	g22112	augustus.g44147.t1
OG0010868	g22116	augustus.g44149.t1
OG0010869	g3729	augustus.g44167.t1
OG0010870	g3727	augustus.g44168.t1
OG0010871	g3726	augustus.g44169.t1
OG0010872	g3724	augustus.g44171.t1
OG0010873	g3713	augustus.g44174.t1
OG0010874	g60258	augustus.g44187.t1
OG0010875	g29027	augustus.g44189.t1
OG0010876	g47275	augustus.g44190.t1
OG0010877	g47277	augustus.g44191.t1
OG0010878	g2213	augustus.g44210.t1
OG0010879	g60838	augustus.g44217.t1
OG0010880	g15878	augustus.g44260.t1
OG0010881	g7804	augustus.g4430.t1
OG0010882	g28170	augustus.g44306.t1
OG0010883	g8098	augustus.g44313.t1
OG0010884	g29458	augustus.g4438.t1
OG0010885	g19273	augustus.g44390.t1
OG0010886	g49012	augustus.g44397.t1
OG0010887	g39925	augustus.g4440.t1
OG0010888	g19280	augustus.g44402.t1
OG0010889	g19284	augustus.g44403.t1
OG0010890	g19288	augustus.g44405.t1
OG0010891	g19289	augustus.g44406.t1
OG0010892	g50916	augustus.g44415.t1
OG0010893	g11128	augustus.g44427.t1
OG0010894	g5905	augustus.g445.t1
OG0010895	g10206	augustus.g44523.t1
OG0010896	g10203	augustus.g44525.t1
OG0010897	g62628	augustus.g44530.t1
OG0010898	g62629	augustus.g44531.t1
OG0010899	g62630	augustus.g44532.t1
OG0010900	g14322	augustus.g44535.t1
OG0010901	g62633	augustus.g44536.t1
OG0010902	g62634	augustus.g44542.t1
OG0010903	g62635	augustus.g44543.t1
OG0010904	g62637	augustus.g44547.t1
OG0010905	g62638	augustus.g44550.t1
OG0010906	g62643	augustus.g44551.t1
OG0010907	g62644	augustus.g44553.t1
OG0010908	g10187	augustus.g44559.t1
OG0010909	g62302	augustus.g44563.t1
OG0010910	g11682	augustus.g44564.t1
OG0010911	g51012	augustus.g44571.t1
OG0010912	g64121	augustus.g44582.t1
OG0010913	g25402	augustus.g44587.t1
OG0010914	g25401	augustus.g44588.t1
OG0010915	g25399	augustus.g44595.t1
OG0010916	g25395	augustus.g44597.t1
OG0010917	g25393	augustus.g44601.t1
OG0010918	g25390	augustus.g44602.t1
OG0010919	g25386	augustus.g44603.t1
OG0010920	g31939	augustus.g44604.t1
OG0010921	g31945	augustus.g44608.t1
OG0010922	g31947	augustus.g44611.t1
OG0010923	g34299	augustus.g44617.t1
OG0010924	g61650	augustus.g44632.t1
OG0010925	g55591	augustus.g44633.t1
OG0010926	g36374	augustus.g44634.t1
OG0010927	g36387	augustus.g44636.t1
OG0010928	g30791	augustus.g4467.t1
OG0010929	g3001	augustus.g44672.t1
OG0010930	g54377	augustus.g44683.t1
OG0010931	g54375	augustus.g44684.t1
OG0010932	g29674	augustus.g44689.t1
OG0010933	g3048	augustus.g44700.t1
OG0010934	g11867	augustus.g44711.t1
OG0010935	g11853	augustus.g44727.t1
OG0010936	g11846	augustus.g44729.t1
OG0010937	g11844	augustus.g44730.t1
OG0010938	g29975	augustus.g44734.t1
OG0010939	g11833	augustus.g44738.t1
OG0010940	g23035	augustus.g44778.t1
OG0010941	g23041	augustus.g44784.t1
OG0010942	g47122	augustus.g44791.t1
OG0010943	g23045	augustus.g44792.t1
OG0010944	g23046	augustus.g44793.t1
OG0010945	g23047	augustus.g44794.t1
OG0010946	g23048	augustus.g44796.t1
OG0010947	g23050	augustus.g44797.t1
OG0010948	g23053	augustus.g44799.t1
OG0010949	g23054	augustus.g44800.t1
OG0010950	g49112	augustus.g44801.t1
OG0010951	g49110	augustus.g44802.t1
OG0010952	g49107	augustus.g44803.t1
OG0010953	g49106	augustus.g44804.t1
OG0010954	g33400	augustus.g44805.t1
OG0010955	g33399	augustus.g44806.t1
OG0010956	g56935	augustus.g44818.t1
OG0010957	g33376	augustus.g44824.t1
OG0010958	g44070	augustus.g44825.t1
OG0010959	g44080	augustus.g44833.t1
OG0010960	g3945	augustus.g44837.t1
OG0010961	g3944	augustus.g44838.t1
OG0010962	g3942	augustus.g44839.t1
OG0010963	g3941	augustus.g44843.t1
OG0010964	g3940	augustus.g44844.t1
OG0010965	g3938	augustus.g44846.t1
OG0010966	g3920	augustus.g44890.t1
OG0010967	g3923	augustus.g44892.t1
OG0010968	g24143	augustus.g44936.t1
OG0010969	g44960	augustus.g44939.t1
OG0010970	g31666	augustus.g44968.t1
OG0010971	g62008	augustus.g4499.t1
OG0010972	g26878	augustus.g44994.t1
OG0010973	g54992	augustus.g44996.t1
OG0010974	g38149	augustus.g45064.t1
OG0010975	g5428	augustus.g45079.t1
OG0010976	g3896	augustus.g45095.t1
OG0010977	g18124	augustus.g45110.t1
OG0010978	g49999	augustus.g45127.t1
OG0010979	g46656	augustus.g45142.t1
OG0010980	g46657	augustus.g45143.t1
OG0010981	g46658	augustus.g45144.t1
OG0010982	g21061	augustus.g45145.t1
OG0010983	g21052	augustus.g45149.t1
OG0010984	g21050	augustus.g45150.t1
OG0010985	g21047	augustus.g45152.t1
OG0010986	g21045	augustus.g45153.t1
OG0010987	g34073	augustus.g45162.t1
OG0010988	g34083	augustus.g45164.t1
OG0010989	g34084	augustus.g45165.t1
OG0010990	g34085	augustus.g45166.t1
OG0010991	g34088	augustus.g45168.t1
OG0010992	g43348	augustus.g4517.t1
OG0010993	g17660	augustus.g45172.t1
OG0010994	g9984	augustus.g45174.t1
OG0010995	g9986	augustus.g45177.t1
OG0010996	g9989	augustus.g45179.t1
OG0010997	g9998	augustus.g45181.t1
OG0010998	g10008	augustus.g45183.t1
OG0010999	g28637	augustus.g45184.t1
OG0011000	g10016	augustus.g45186.t1
OG0011001	g28888	augustus.g45190.t1
OG0011002	g28885	augustus.g45192.t1
OG0011003	g28884	augustus.g45193.t1
OG0011004	g64301	augustus.g45196.t1
OG0011005	g63907	augustus.g4520.t1
OG0011006	g28890	augustus.g45205.t1
OG0011007	g28897	augustus.g45208.t1
OG0011008	g28900	augustus.g45209.t1
OG0011009	g63906	augustus.g4521.t1
OG0011010	g28901	augustus.g45210.t1
OG0011011	g17203	augustus.g45211.t1
OG0011012	g56319	augustus.g45218.t1
OG0011013	g56320	augustus.g45219.t1
OG0011014	g63904	augustus.g4522.t1
OG0011015	g32673	augustus.g45220.t1
OG0011016	g32665	augustus.g45221.t1
OG0011017	g32664	augustus.g45223.t1
OG0011018	g32655	augustus.g45229.t1
OG0011019	g27375	augustus.g45236.t1
OG0011020	g55326	augustus.g45243.t1
OG0011021	g63900	augustus.g4526.t1
OG0011022	g27377	augustus.g45263.t1
OG0011023	g28898	augustus.g45264.t1
OG0011024	g27382	augustus.g45266.t1
OG0011025	g27383	augustus.g45268.t1
OG0011026	g57586	augustus.g45277.t1
OG0011027	g57585	augustus.g45278.t1
OG0011028	g64374	augustus.g45281.t1
OG0011029	g64376	augustus.g45285.t1
OG0011030	g14908	augustus.g45299.t1
OG0011031	g14915	augustus.g45301.t1
OG0011032	g20470	augustus.g45307.t1
OG0011033	g20476	augustus.g45309.t1
OG0011034	g20484	augustus.g45313.t1
OG0011035	g41110	augustus.g45319.t1
OG0011036	g41104	augustus.g45320.t1
OG0011037	g41101	augustus.g45321.t1
OG0011038	g41100	augustus.g45322.t1
OG0011039	g41095	augustus.g45325.t1
OG0011040	g41094	augustus.g45326.t1
OG0011041	g41093	augustus.g45327.t1
OG0011042	g41092	augustus.g45328.t1
OG0011043	g41084	augustus.g45329.t1
OG0011044	g41078	augustus.g45330.t1
OG0011045	g41077	augustus.g45331.t1
OG0011046	g41071	augustus.g45333.t1
OG0011047	g41099	augustus.g45334.t1
OG0011048	g41066	augustus.g45337.t1
OG0011049	g41054	augustus.g45338.t1
OG0011050	g45507	augustus.g45341.t1
OG0011051	g35233	augustus.g45342.t1
OG0011052	g20463	augustus.g45344.t1
OG0011053	g20461	augustus.g45345.t1
OG0011054	g45512	augustus.g45354.t1
OG0011055	g59948	augustus.g45380.t1
OG0011056	g59943	augustus.g45385.t1
OG0011057	g59941	augustus.g45386.t1
OG0011058	g39091	augustus.g45390.t1
OG0011059	g39092	augustus.g45391.t1
OG0011060	g39089	augustus.g45392.t1
OG0011061	g39087	augustus.g45393.t1
OG0011062	g39085	augustus.g45395.t1
OG0011063	g39082	augustus.g45401.t1
OG0011064	g39078	augustus.g45402.t1
OG0011065	g39076	augustus.g45404.t1
OG0011066	g10435	augustus.g45427.t1
OG0011067	g10430	augustus.g45428.t1
OG0011068	g10426	augustus.g45429.t1
OG0011069	g10425	augustus.g45430.t1
OG0011070	g10413	augustus.g45435.t1
OG0011071	g10449	augustus.g45441.t1
OG0011072	g10448	augustus.g45442.t1
OG0011073	g10452	augustus.g45448.t1
OG0011074	g10453	augustus.g45449.t1
OG0011075	g10467	augustus.g45453.t1
OG0011076	g10468	augustus.g45454.t1
OG0011077	g10470	augustus.g45455.t1
OG0011078	g10478	augustus.g45457.t1
OG0011079	g10482	augustus.g45458.t1
OG0011080	g228	augustus.g4548.t1
OG0011081	g3186	augustus.g45492.t1
OG0011082	g14179	augustus.g45496.t1
OG0011083	g55481	augustus.g45497.t1
OG0011084	g14175	augustus.g45500.t1
OG0011085	g14171	augustus.g45502.t1
OG0011086	g19969	augustus.g45509.t1
OG0011087	g14158	augustus.g45510.t1
OG0011088	g14157	augustus.g45512.t1
OG0011089	g18672	augustus.g45525.t1
OG0011090	g18671	augustus.g45526.t1
OG0011091	g18667	augustus.g45527.t1
OG0011092	g18665	augustus.g45528.t1
OG0011093	g18663	augustus.g45530.t1
OG0011094	g18662	augustus.g45531.t1
OG0011095	g18659	augustus.g45535.t1
OG0011096	g18658	augustus.g45536.t1
OG0011097	g18656	augustus.g45538.t1
OG0011098	g18655	augustus.g45539.t1
OG0011099	g56620	augustus.g4554.t1
OG0011100	g27733	augustus.g45542.t1
OG0011101	g27734	augustus.g45543.t1
OG0011102	g62522	augustus.g45546.t1
OG0011103	g62525	augustus.g45547.t1
OG0011104	g27231	augustus.g45551.t1
OG0011105	g27229	augustus.g45552.t1
OG0011106	g27227	augustus.g45553.t1
OG0011107	g27226	augustus.g45554.t1
OG0011108	g27224	augustus.g45555.t1
OG0011109	g27223	augustus.g45556.t1
OG0011110	g27220	augustus.g45557.t1
OG0011111	g27218	augustus.g45558.t1
OG0011112	g27217	augustus.g45559.t1
OG0011113	g27215	augustus.g45560.t1
OG0011114	g27209	augustus.g45563.t1
OG0011115	g27206	augustus.g45576.t1
OG0011116	g27197	augustus.g45581.t1
OG0011117	g52396	augustus.g45584.t1
OG0011118	g13569	augustus.g45592.t1
OG0011119	g13567	augustus.g45600.t1
OG0011120	g48301	augustus.g45604.t1
OG0011121	g12877	augustus.g45610.t1
OG0011122	g28559	augustus.g45615.t1
OG0011123	g25931	augustus.g45665.t1
OG0011124	g25938	augustus.g45682.t1
OG0011125	g22246	augustus.g45698.t1
OG0011126	g17639	augustus.g45704.t1
OG0011127	g17634	augustus.g45705.t1
OG0011128	g17657	augustus.g45706.t1
OG0011129	g17655	augustus.g45707.t1
OG0011130	g17650	augustus.g45712.t1
OG0011131	g17665	augustus.g45715.t1
OG0011132	g11839	augustus.g4572.t1
OG0011133	g17677	augustus.g45724.t1
OG0011134	g17715	augustus.g45740.t1
OG0011135	g32321	augustus.g45743.t1
OG0011136	g24754	augustus.g45764.t1
OG0011137	g24753	augustus.g45767.t1
OG0011138	g24746	augustus.g45769.t1
OG0011139	g24744	augustus.g45770.t1
OG0011140	g24740	augustus.g45771.t1
OG0011141	g24738	augustus.g45772.t1
OG0011142	g1935	augustus.g45778.t1
OG0011143	g37811	augustus.g45783.t1
OG0011144	g58894	augustus.g4581.t1
OG0011145	g25107	augustus.g45820.t1
OG0011146	g10230	augustus.g45827.t1
OG0011147	g10233	augustus.g45829.t1
OG0011148	g19772	augustus.g45856.t1
OG0011149	g59140	augustus.g45865.t1
OG0011150	g59138	augustus.g45866.t1
OG0011151	g59139	augustus.g45867.t1
OG0011152	g28299	augustus.g45967.t1
OG0011153	g28295	augustus.g45968.t1
OG0011154	g3045	augustus.g45988.t1
OG0011155	g39268	augustus.g4599.t1
OG0011156	g18006	augustus.g46000.t1
OG0011157	g18002	augustus.g46003.t1
OG0011158	g17997	augustus.g46004.t1
OG0011159	g17995	augustus.g46005.t1
OG0011160	g17994	augustus.g46006.t1
OG0011161	g17988	augustus.g46007.t1
OG0011162	g17984	augustus.g46009.t1
OG0011163	g17981	augustus.g46012.t1
OG0011164	g4441	augustus.g46013.t1
OG0011165	g25657	augustus.g46049.t1
OG0011166	g7803	augustus.g46061.t1
OG0011167	g7802	augustus.g46062.t1
OG0011168	g7801	augustus.g46063.t1
OG0011169	g7799	augustus.g46064.t1
OG0011170	g7798	augustus.g46066.t1
OG0011171	g7795	augustus.g46067.t1
OG0011172	g7793	augustus.g46068.t1
OG0011173	g7789	augustus.g46070.t1
OG0011174	g29516	augustus.g46076.t1
OG0011175	g29506	augustus.g46085.t1
OG0011176	g2592	augustus.g46139.t1
OG0011177	g2596	augustus.g46141.t1
OG0011178	g2598	augustus.g46142.t1
OG0011179	g63937	augustus.g46143.t1
OG0011180	g63936	augustus.g46144.t1
OG0011181	g63935	augustus.g46145.t1
OG0011182	g28407	augustus.g46164.t1
OG0011183	g30505	augustus.g46178.t1
OG0011184	g30512	augustus.g46179.t1
OG0011185	g30517	augustus.g46184.t1
OG0011186	g30518	augustus.g46185.t1
OG0011187	g16469	augustus.g46196.t1
OG0011188	g16467	augustus.g46197.t1
OG0011189	g35324	augustus.g46199.t1
OG0011190	g16444	augustus.g46200.t1
OG0011191	g42626	augustus.g46213.t1
OG0011192	g42633	augustus.g46214.t1
OG0011193	g30973	augustus.g46217.t1
OG0011194	g30979	augustus.g46218.t1
OG0011195	g30988	augustus.g46223.t1
OG0011196	g30989	augustus.g46225.t1
OG0011197	g30991	augustus.g46226.t1
OG0011198	g40268	augustus.g46231.t1
OG0011199	g27661	augustus.g46240.t1
OG0011200	g48236	augustus.g46272.t1
OG0011201	g48237	augustus.g46274.t1
OG0011202	g48255	augustus.g46293.t1
OG0011203	g48256	augustus.g46302.t1
OG0011204	g48258	augustus.g46303.t1
OG0011205	g48261	augustus.g46304.t1
OG0011206	g48262	augustus.g46305.t1
OG0011207	g48265	augustus.g46316.t1
OG0011208	g16618	augustus.g46317.t1
OG0011209	g19998	augustus.g46329.t1
OG0011210	g53876	augustus.g46330.t1
OG0011211	g53861	augustus.g46331.t1
OG0011212	g53858	augustus.g46332.t1
OG0011213	g15851	augustus.g46333.t1
OG0011214	g15860	augustus.g46334.t1
OG0011215	g15862	augustus.g46335.t1
OG0011216	g15882	augustus.g46339.t1
OG0011217	g15883	augustus.g46340.t1
OG0011218	g15885	augustus.g46341.t1
OG0011219	g15894	augustus.g46342.t1
OG0011220	g15897	augustus.g46344.t1
OG0011221	g54196	augustus.g46345.t1
OG0011222	g25770	augustus.g46348.t1
OG0011223	g25768	augustus.g46349.t1
OG0011224	g25766	augustus.g46350.t1
OG0011225	g25764	augustus.g46351.t1
OG0011226	g25755	augustus.g46352.t1
OG0011227	g28046	augustus.g4636.t1
OG0011228	g28981	augustus.g46367.t1
OG0011229	g28983	augustus.g46368.t1
OG0011230	g28986	augustus.g46369.t1
OG0011231	g28990	augustus.g46373.t1
OG0011232	g28997	augustus.g46377.t1
OG0011233	g29000	augustus.g46391.t1
OG0011234	g29002	augustus.g46396.t1
OG0011235	g29006	augustus.g46397.t1
